loan_id,Name,Gender,Marital_Status,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,loan_income_ratio,loan_asset_ratio,income_category,cibil_category,risk_level,eligibility_status
3221,Elizabeth M. Jones,Female,Single,3,Graduate,Yes,8900000,22500000,12,887,23300000,10800000,33500000,9500000,Approved,77100000,2.53,0.29,Very High,Excellent,Low Risk,Eligible
3222,Matthew Z. Lopez,Male,Single,0,Not Graduate,Yes,5700000,19400000,8,544,4300000,6400000,19900000,5800000,Rejected,36400000,3.4,0.53,High,Poor,Medium Risk,Not Eligible
3223,Joseph E. Jackson,Male,Married,4,Not Graduate,Yes,5200000,18300000,10,355,400000,3800000,10600000,3400000,Rejected,18200000,3.52,1.01,High,Poor,Medium Risk,Not Eligible
3224,Mary Brown,Female,Married,4,Graduate,No,7400000,17500000,4,540,8800000,7600000,17900000,3600000,Rejected,37900000,2.36,0.46,High,Poor,Medium Risk,Not Eligible
3225,Charles Miller,Male,Single,5,Graduate,No,6500000,16000000,14,444,1100000,7900000,23100000,7900000,Rejected,40000000,2.46,0.4,High,Poor,Medium Risk,Not Eligible
3226,Emily Lopez,Female,Married,3,Graduate,No,6200000,14900000,14,567,1200000,9100000,20800000,8800000,Approved,39900000,2.4,0.37,High,Fair,Medium Risk,Eligible
3227,Joseph Smith,Male,Single,5,Not Graduate,Yes,2400000,6500000,20,513,6400000,2100000,5200000,2600000,Rejected,16300000,2.71,0.4,Low,Poor,Medium Risk,Not Eligible
3228,James B. Jones,Male,Married,0,Not Graduate,No,2500000,7100000,10,590,4000000,800000,6100000,2600000,Approved,13500000,2.84,0.53,Low,Fair,Medium Risk,Eligible
3229,Michelle Garcia,Female,Married,2,Graduate,Yes,2700000,8500000,20,368,4900000,4500000,5900000,2100000,Rejected,17400000,3.15,0.49,Medium,Poor,Medium Risk,Not Eligible
3230,Patricia B. Garcia,Female,Married,5,Not Graduate,No,3000000,7600000,6,413,2300000,3500000,11400000,1700000,Rejected,18900000,2.53,0.4,Medium,Poor,Medium Risk,Not Eligible
3231,Mark A. Wilson,Male,Married,4,Graduate,Yes,6100000,13600000,4,401,10700000,2000000,20500000,3900000,Rejected,37100000,2.23,0.37,High,Poor,Medium Risk,Not Eligible
3232,David D. Martinez,Male,Single,3,Graduate,No,1500000,5400000,18,687,200000,400000,4500000,1700000,Approved,6800000,3.6,0.79,Low,Good,Medium Risk,Eligible
3233,Barbara Smith,Female,Married,2,Graduate,No,6500000,14100000,14,577,4600000,12000000,25100000,3900000,Approved,45600000,2.17,0.31,High,Fair,Medium Risk,Eligible
3234,Patricia Davis,Female,Single,4,Not Graduate,No,200000,700000,10,576,500000,100000,400000,300000,Approved,1300000,3.5,0.54,Low,Fair,Medium Risk,Eligible
3235,Betty Y. Thomas,Female,Married,1,Not Graduate,No,9900000,23400000,16,687,28200000,3700000,29600000,8200000,Approved,69700000,2.36,0.34,Very High,Good,Medium Risk,Eligible
3236,Sandra L. Martinez,Female,Married,4,Graduate,No,5500000,11600000,12,474,1800000,2400000,20100000,5600000,Rejected,29900000,2.11,0.39,High,Poor,Medium Risk,Not Eligible
3237,Nancy Martinez,Female,Single,4,Graduate,No,1200000,4400000,6,709,2800000,2300000,4100000,1700000,Approved,10900000,3.67,0.4,Low,Good,Low Risk,Eligible
3238,Charles E. Thomas,Male,Married,4,Graduate,Yes,6900000,20200000,18,438,9600000,6200000,26800000,5700000,Rejected,48300000,2.93,0.42,High,Poor,Medium Risk,Not Eligible
3239,Margaret Wilson,Female,Single,3,Graduate,Yes,8000000,25300000,4,306,22300000,7300000,24400000,6600000,Approved,60600000,3.16,0.42,Very High,Poor,Medium Risk,Not Eligible
3240,William Taylor,Male,Single,3,Not Graduate,Yes,4100000,13900000,20,383,1900000,2300000,15800000,3800000,Rejected,23800000,3.39,0.58,Medium,Poor,Medium Risk,Not Eligible
3241,Emily Davis,Female,Single,2,Graduate,No,1400000,4700000,20,563,400000,2300000,2800000,1400000,Approved,6900000,3.36,0.68,Low,Fair,Medium Risk,Eligible
3242,Steven Garcia,Male,Single,4,Not Graduate,Yes,1600000,3200000,20,371,1600000,2300000,4600000,1000000,Rejected,9500000,2.0,0.34,Low,Poor,Medium Risk,Not Eligible
3243,Paul V. Brown,Male,Single,1,Graduate,No,2100000,4200000,12,379,2700000,2100000,8100000,2500000,Rejected,15400000,2.0,0.27,Low,Poor,Medium Risk,Not Eligible
3244,David Jackson,Male,Married,1,Not Graduate,No,8800000,30200000,18,897,17100000,7900000,28700000,11100000,Approved,64800000,3.43,0.47,Very High,Excellent,Low Risk,Eligible
3245,Patricia Anderson,Female,Married,3,Not Graduate,Yes,7100000,25400000,10,725,20600000,5300000,16000000,8600000,Approved,50500000,3.58,0.5,High,Good,Low Risk,Eligible
3246,Margaret Brown,Female,Married,1,Not Graduate,No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,Approved,60600000,3.66,0.52,Very High,Good,Medium Risk,Eligible
3247,Daniel J. Williams,Male,Single,2,Not Graduate,Yes,5400000,14800000,6,724,1000000,400000,13100000,5400000,Approved,19900000,2.74,0.74,High,Good,Low Risk,Eligible
3248,Ashley Martinez,Female,Married,3,Graduate,Yes,1000000,2500000,6,808,2900000,600000,2000000,500000,Approved,6000000,2.5,0.42,Low,Excellent,Low Risk,Eligible
3249,Joseph Smith,Male,Married,0,Graduate,No,5400000,18400000,8,625,12100000,3000000,13000000,4800000,Approved,32900000,3.41,0.56,High,Fair,Medium Risk,Eligible
3250,Emily O. Taylor,Female,Married,2,Graduate,No,4200000,16800000,4,771,6500000,4500000,10500000,5800000,Approved,27300000,4.0,0.62,Medium,Excellent,Low Risk,Eligible
3251,Michelle Rodriguez,Female,Single,2,Not Graduate,No,7500000,22400000,14,695,8100000,3900000,15300000,9400000,Approved,36700000,2.99,0.61,High,Good,Medium Risk,Eligible
3252,Daniel Z. Miller,Male,Divorced,4,Graduate,No,1200000,3300000,2,564,2200000,500000,4700000,1100000,Approved,8500000,2.75,0.39,Low,Fair,Medium Risk,Eligible
3253,Kenneth Gonzalez,Male,Married,4,Graduate,Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000,Rejected,38300000,2.3,0.38,High,Poor,Medium Risk,Not Eligible
3254,Sarah N. Wilson,Female,Married,4,Graduate,Yes,300000,900000,4,797,300000,400000,600000,400000,Approved,1700000,3.0,0.53,Low,Excellent,Low Risk,Eligible
3255,Matthew Jackson,Male,Single,3,Graduate,No,7400000,28800000,8,391,20000000,7900000,23600000,7200000,Rejected,58700000,3.89,0.49,High,Poor,Medium Risk,Not Eligible
3256,Steven Smith,Male,Widowed,5,Not Graduate,No,2200000,5400000,12,833,4900000,3300000,7000000,1600000,Approved,16800000,2.45,0.32,Low,Excellent,Low Risk,Eligible
3257,Sandra Wilson,Female,Widowed,5,Graduate,No,4000000,9100000,10,515,600000,6400000,9900000,5500000,Rejected,22400000,2.28,0.41,Medium,Poor,Medium Risk,Not Eligible
3258,Michael Brown,Male,Married,4,Graduate,Yes,2700000,10400000,16,671,6100000,3700000,5600000,4000000,Approved,19400000,3.85,0.54,Medium,Good,Medium Risk,Eligible
3259,Linda Rodriguez,Female,Married,0,Not Graduate,Yes,2000000,6900000,4,404,4900000,1600000,4200000,3000000,Approved,13700000,3.45,0.5,Low,Poor,Medium Risk,Not Eligible
3260,Donna R. Davis,Female,Single,4,Not Graduate,No,6400000,14800000,6,537,2300000,3700000,18600000,6500000,Rejected,31100000,2.31,0.48,High,Poor,Medium Risk,Not Eligible
3261,Donna Smith,Female,Married,5,Not Graduate,Yes,1400000,5100000,4,348,2100000,900000,4000000,1300000,Approved,8300000,3.64,0.61,Low,Poor,Medium Risk,Not Eligible
3262,Daniel Garcia,Male,Married,0,Not Graduate,Yes,2800000,6300000,12,647,4100000,0,8700000,2300000,Approved,15100000,2.25,0.42,Medium,Fair,Medium Risk,Eligible
3263,Joshua T. Martinez,Male,Married,2,Not Graduate,Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000,Rejected,61400000,3.5,0.47,Very High,Poor,Medium Risk,Not Eligible
3264,Michelle U. Taylor,Female,Single,3,Not Graduate,No,9000000,26700000,14,638,5300000,0,31300000,5200000,Approved,41800000,2.97,0.64,Very High,Fair,Medium Risk,Eligible
3265,Joseph V. Anderson,Male,Single,5,Not Graduate,Yes,800000,2100000,12,363,1200000,1000000,3100000,900000,Rejected,6200000,2.62,0.34,Low,Poor,Medium Risk,Not Eligible
3266,Betty J. Martin,Female,Single,4,Not Graduate,Yes,6100000,21200000,6,808,700000,7200000,22300000,6100000,Approved,36300000,3.48,0.58,High,Excellent,Low Risk,Eligible
3267,Linda Jones,Female,Single,4,Not Graduate,Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000,Approved,14600000,3.92,0.64,Low,Excellent,Low Risk,Eligible
3268,Steven H. Thomas,Male,Single,4,Graduate,Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000,Approved,44500000,2.83,0.38,High,Fair,Medium Risk,Eligible
3269,Daniel Wilson,Male,Married,2,Not Graduate,Yes,7900000,22500000,6,571,8100000,5300000,17900000,8100000,Approved,39400000,2.85,0.57,Very High,Fair,Medium Risk,Eligible
3270,Donna T. Jackson,Female,Married,3,Graduate,Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000,Rejected,69900000,2.71,0.37,Very High,Poor,Medium Risk,Not Eligible
3271,Michael Rodriguez,Male,Married,3,Not Graduate,Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000,Rejected,10100000,3.56,0.63,Low,Poor,Medium Risk,Not Eligible
3272,James Miller,Male,Married,3,Not Graduate,Yes,5800000,14100000,12,738,11700000,4400000,15400000,8400000,Approved,39900000,2.43,0.35,High,Good,Low Risk,Eligible
3273,William Williams,Male,Married,3,Graduate,No,2800000,9400000,10,519,7000000,3500000,7700000,1500000,Rejected,19700000,3.36,0.48,Medium,Poor,Medium Risk,Not Eligible
3274,Charles R. Brown,Male,Divorced,3,Graduate,Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000,Rejected,32200000,2.08,0.26,Medium,Poor,Medium Risk,Not Eligible
3275,Thomas Y. Lopez,Male,Married,1,Not Graduate,No,1000000,3400000,18,578,2300000,400000,3100000,1200000,Approved,7000000,3.4,0.49,Low,Fair,Medium Risk,Eligible
3276,Elizabeth Brown,Female,Married,0,Graduate,No,9100000,21100000,20,578,5900000,6200000,33700000,5600000,Approved,51400000,2.32,0.41,Very High,Fair,Medium Risk,Eligible
3277,Andrew J. Taylor,Male,Divorced,0,Graduate,No,4600000,18100000,14,442,2800000,200000,15600000,3300000,Rejected,21900000,3.93,0.83,Medium,Poor,Medium Risk,Not Eligible
3278,Michael I. Moore,Male,Single,2,Not Graduate,No,7800000,16900000,6,751,17400000,6300000,20400000,11700000,Approved,55800000,2.17,0.3,Very High,Excellent,Low Risk,Eligible
3279,Richard Brown,Male,Divorced,4,Graduate,Yes,6600000,18800000,10,353,16500000,9500000,20000000,6200000,Rejected,52200000,2.85,0.36,High,Poor,Medium Risk,Not Eligible
3280,Kimberley H. Taylor,Female,Married,5,Not Graduate,No,9800000,26600000,12,664,5200000,2900000,22500000,14100000,Approved,44700000,2.71,0.6,Very High,Good,Medium Risk,Eligible
3281,Kimberley Lopez,Female,Single,1,Graduate,No,7400000,26600000,18,505,2200000,2400000,22400000,3900000,Rejected,30900000,3.59,0.86,High,Poor,Medium Risk,Not Eligible
3282,Robert Smith,Male,Single,3,Graduate,Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000,Approved,28000000,3.86,0.59,Medium,Fair,Medium Risk,Eligible
3283,Lisa F. Thomas,Female,Married,2,Not Graduate,Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000,Approved,68100000,3.53,0.51,Very High,Excellent,Low Risk,Eligible
3284,Donna Williams,Female,Married,5,Not Graduate,No,1100000,3900000,20,858,3200000,1200000,3800000,1100000,Approved,9300000,3.55,0.42,Low,Excellent,Low Risk,Eligible
3285,Richard V. Taylor,Male,Married,3,Graduate,Yes,8600000,21800000,20,641,5300000,8800000,24000000,9100000,Approved,47200000,2.53,0.46,Very High,Fair,Medium Risk,Eligible
3286,Barbara R. Martin,Female,Divorced,0,Not Graduate,Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000,Approved,57400000,3.78,0.62,Very High,Fair,Medium Risk,Eligible
3287,Donald V. Gonzalez,Male,Divorced,3,Graduate,Yes,5300000,20300000,14,432,15000000,0,17200000,5900000,Rejected,38100000,3.83,0.53,High,Poor,Medium Risk,Not Eligible
3288,Patricia Rodriguez,Female,Single,1,Not Graduate,Yes,8700000,33800000,18,558,18300000,11500000,31500000,5900000,Approved,67200000,3.89,0.5,Very High,Fair,Medium Risk,Eligible
3289,Charles N. Williams,Male,Single,3,Graduate,Yes,4800000,14200000,12,547,10400000,700000,9800000,2400000,Rejected,23300000,2.96,0.61,Medium,Poor,Medium Risk,Not Eligible
3290,Patricia U. Thomas,Female,Single,4,Not Graduate,No,4400000,9800000,18,732,2400000,2400000,15100000,4400000,Approved,24300000,2.23,0.4,Medium,Good,Low Risk,Eligible
3291,Karen K. Moore,Female,Married,1,Graduate,Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000,Approved,33600000,3.57,0.57,High,Excellent,Low Risk,Eligible
3292,Linda Z. Anderson,Female,Married,5,Not Graduate,Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,Approved,60300000,3.8,0.53,Very High,Fair,Medium Risk,Eligible
3293,Barbara T. Martinez,Female,Divorced,1,Graduate,Yes,5400000,19500000,18,688,12100000,800000,17000000,3500000,Approved,33400000,3.61,0.58,High,Good,Medium Risk,Eligible
3294,Michelle Gonzalez,Female,Single,3,Not Graduate,Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000,Approved,69300000,3.41,0.46,Very High,Fair,Medium Risk,Eligible
3295,Michelle Wilson,Female,Married,0,Not Graduate,Yes,800000,2400000,4,518,500000,800000,2800000,500000,Approved,4600000,3.0,0.52,Low,Poor,Medium Risk,Not Eligible
3296,Elizabeth Williams,Female,Single,0,Not Graduate,No,3800000,14800000,10,390,5900000,5700000,9500000,4600000,Rejected,25700000,3.89,0.58,Medium,Poor,Medium Risk,Not Eligible
3297,Linda Gonzalez,Female,Widowed,4,Graduate,No,3100000,6300000,4,370,8600000,4100000,8800000,2800000,Rejected,24300000,2.03,0.26,Medium,Poor,Medium Risk,Not Eligible
3298,Donna N. Davis,Female,Single,3,Not Graduate,Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000,Approved,38500000,3.55,0.55,High,Excellent,Low Risk,Eligible
3299,James Z. Taylor,Male,Married,2,Not Graduate,Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000,Rejected,41400000,2.28,0.37,High,Poor,Medium Risk,Not Eligible
3300,Emily Q. Gonzalez,Female,Single,5,Not Graduate,No,5200000,11700000,6,658,8100000,5100000,11400000,5600000,Approved,30200000,2.25,0.39,High,Good,Medium Risk,Eligible
3301,Mark M. Jones,Male,Married,0,Not Graduate,No,1900000,6700000,12,595,3000000,3200000,4900000,1700000,Approved,12800000,3.53,0.52,Low,Fair,Medium Risk,Eligible
3302,Michelle Jackson,Female,Single,5,Graduate,Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000,Approved,22700000,2.36,0.37,Medium,Fair,Medium Risk,Eligible
3303,Michael Martinez,Male,Widowed,3,Graduate,Yes,1500000,4100000,14,611,600000,2000000,4800000,2100000,Approved,9500000,2.73,0.43,Low,Fair,Medium Risk,Eligible
3304,Joshua Davis,Male,Married,3,Not Graduate,No,2000000,5800000,8,799,3000000,3100000,5500000,1000000,Approved,12600000,2.9,0.46,Low,Excellent,Low Risk,Eligible
3305,Joseph Wilson,Male,Single,5,Graduate,No,9200000,18600000,20,497,1000000,300000,24200000,10700000,Rejected,36200000,2.02,0.51,Very High,Poor,Medium Risk,Not Eligible
3306,Mary Hernandez,Female,Single,0,Not Graduate,Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000,Rejected,51600000,2.61,0.31,High,Poor,Medium Risk,Not Eligible
3307,Lisa M. Moore,Female,Single,5,Not Graduate,No,300000,500000,8,396,400000,300000,1200000,200000,Rejected,2100000,1.67,0.24,Low,Poor,Medium Risk,Not Eligible
3308,Richard I. Lopez,Male,Married,1,Graduate,No,800000,2300000,10,770,900000,900000,2900000,1100000,Approved,5800000,2.88,0.4,Low,Excellent,Low Risk,Eligible
3309,Elizabeth Rodriguez,Female,Single,0,Not Graduate,No,3300000,9000000,16,797,3000000,6400000,10300000,3300000,Approved,23000000,2.73,0.39,Medium,Excellent,Low Risk,Eligible
3310,Patricia I. Miller,Female,Single,1,Not Graduate,No,5800000,18700000,20,586,14100000,3000000,15600000,6000000,Approved,38700000,3.22,0.48,High,Fair,Medium Risk,Eligible
3311,Betty Williams,Female,Married,5,Not Graduate,No,8500000,23400000,16,604,25100000,16500000,24500000,4800000,Approved,70900000,2.75,0.33,Very High,Fair,Medium Risk,Eligible
3312,Paul T. Jones,Male,Married,0,Not Graduate,Yes,4100000,12800000,8,799,3700000,700000,9400000,2700000,Approved,16500000,3.12,0.78,Medium,Excellent,Low Risk,Eligible
3313,Andrew X. Moore,Male,Single,2,Graduate,No,7800000,26400000,4,763,2200000,8400000,16600000,6700000,Approved,33900000,3.38,0.78,Very High,Excellent,Low Risk,Eligible
3314,Margaret Moore,Female,Single,0,Graduate,No,7500000,23000000,14,725,8900000,4800000,20200000,7100000,Approved,41000000,3.07,0.56,High,Good,Low Risk,Eligible
3315,Sarah D. Wilson,Female,Married,2,Graduate,No,2300000,8800000,18,336,1800000,800000,5200000,1500000,Rejected,9300000,3.83,0.95,Low,Poor,Medium Risk,Not Eligible
3316,Michelle U. Garcia,Female,Single,4,Graduate,Yes,600000,2300000,6,495,1700000,600000,2000000,300000,Rejected,4600000,3.83,0.5,Low,Poor,Medium Risk,Not Eligible
3317,Emily R. Wilson,Female,Married,1,Not Graduate,No,2900000,11500000,20,431,3600000,3800000,5900000,3100000,Rejected,16400000,3.97,0.7,Medium,Poor,Medium Risk,Not Eligible
3318,Joshua R. Gonzalez,Male,Married,5,Not Graduate,No,900000,2200000,2,415,600000,1700000,2900000,700000,Rejected,5900000,2.44,0.37,Low,Poor,Medium Risk,Not Eligible
3319,Donna C. Martinez,Female,Single,5,Graduate,Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000,Rejected,53800000,2.27,0.38,Very High,Poor,Medium Risk,Not Eligible
3320,Lisa Johnson,Female,Married,1,Not Graduate,No,4800000,14300000,4,489,12400000,7900000,17700000,3600000,Rejected,41600000,2.98,0.34,Medium,Poor,Medium Risk,Not Eligible
3321,Robert H. Thomas,Male,Married,1,Graduate,No,1600000,4600000,12,415,800000,600000,3900000,1500000,Rejected,6800000,2.88,0.68,Low,Poor,Medium Risk,Not Eligible
3322,Patricia Lopez,Female,Married,3,Not Graduate,No,2600000,8100000,12,425,7300000,1900000,6800000,2200000,Rejected,18200000,3.12,0.45,Medium,Poor,Medium Risk,Not Eligible
3323,Patricia R. Davis,Female,Married,4,Graduate,Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000,Rejected,10400000,2.56,0.44,Low,Poor,Medium Risk,Not Eligible
3324,Susan Wilson,Female,Married,5,Graduate,Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000,Approved,32700000,2.68,0.36,Medium,Fair,Medium Risk,Eligible
3325,William K. Taylor,Male,Single,2,Not Graduate,No,200000,300000,20,519,0,0,400000,300000,Rejected,700000,1.5,0.43,Low,Poor,Medium Risk,Not Eligible
3326,Anthony Thomas,Male,Single,4,Not Graduate,Yes,800000,2100000,6,353,700000,300000,2900000,1200000,Rejected,5100000,2.62,0.41,Low,Poor,Medium Risk,Not Eligible
3327,Elizabeth S. Martinez,Female,Single,3,Graduate,No,1500000,3200000,4,767,2000000,400000,3700000,1400000,Approved,7500000,2.13,0.43,Low,Excellent,Low Risk,Eligible
3328,Christopher V. Gonzalez,Male,Divorced,0,Not Graduate,Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000,Rejected,61500000,2.19,0.27,Very High,Poor,Medium Risk,Not Eligible
3329,Sandra Thomas,Female,Single,5,Graduate,Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000,Approved,39200000,2.96,0.54,High,Excellent,Low Risk,Eligible
3330,Sarah Garcia,Female,Married,4,Graduate,No,1000000,2300000,16,543,200000,100000,2000000,1000000,Rejected,3300000,2.3,0.7,Low,Poor,Medium Risk,Not Eligible
3331,Lisa P. Wilson,Female,Married,1,Graduate,No,6300000,17200000,12,714,10100000,4200000,24700000,8500000,Approved,47500000,2.73,0.36,High,Good,Low Risk,Eligible
3332,Emily Z. Smith,Female,Divorced,3,Graduate,No,1900000,4100000,12,830,4600000,1100000,5300000,2100000,Approved,13100000,2.16,0.31,Low,Excellent,Low Risk,Eligible
3333,Jessica Z. Miller,Female,Married,5,Graduate,No,4400000,15300000,4,401,200000,5400000,17500000,2400000,Approved,25500000,3.48,0.6,Medium,Poor,Medium Risk,Not Eligible
3334,Elizabeth L. Davis,Female,Single,0,Not Graduate,No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,Rejected,57900000,2.9,0.46,Very High,Poor,Medium Risk,Not Eligible
3335,Betty F. Jones,Female,Married,2,Graduate,Yes,900000,2300000,20,367,0,1200000,3400000,1300000,Rejected,5900000,2.56,0.39,Low,Poor,Medium Risk,Not Eligible
3336,Karen Johnson,Female,Married,0,Graduate,Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,Rejected,25000000,2.61,0.48,Medium,Poor,Medium Risk,Not Eligible
3337,Jessica Johnson,Female,Divorced,2,Graduate,Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,Rejected,57100000,2.41,0.4,Very High,Poor,Medium Risk,Not Eligible
3338,Barbara Garcia,Female,Single,5,Graduate,No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,Rejected,56800000,3.84,0.47,High,Poor,Medium Risk,Not Eligible
3339,Donald P. Wilson,Male,Married,2,Graduate,No,300000,900000,8,735,800000,400000,500000,100000,Approved,1800000,3.0,0.5,Low,Good,Low Risk,Eligible
